Date,price_open,price_high,price_low,price_close,volume_traded
2022-08-01T00:00:00.0000000Z,0.37869,0.38597,0.371,0.37965,55801228.27211941
2022-08-02T00:00:00.0000000Z,0.37947,0.39404,0.36654,0.37146,52692560.379927
2022-08-03T00:00:00.0000000Z,0.37086,0.37711,0.36268,0.36957,51063439.41698
2022-08-04T00:00:00.0000000Z,0.36981,0.37489,0.364,0.3712,41204328.2060746
2022-08-05T00:00:00.0000000Z,0.37133,0.37887,0.36654,0.37647,87997297.2070632
2022-08-06T00:00:00.0000000Z,0.37674,0.37833,0.37054,0.37129,4582328.57524585
2022-08-07T00:00:00.0000000Z,0.3715,0.37703,0.36815,0.3724,12384669.50495
2022-08-08T00:00:00.0000000Z,0.37208,0.38447,0.3711,0.37891,50525894.33503637
2022-08-09T00:00:00.0000000Z,0.37864,0.37983,0.36089,0.36796,34860579.20316595
2022-08-10T00:00:00.0000000Z,0.36686,0.38133,0.35823,0.38126,44315488.51283479
2022-08-11T00:00:00.0000000Z,0.38141,0.38554,0.37698,0.38014,44588618.05044949
2022-08-12T00:00:00.0000000Z,0.38036,0.38043,0.37,0.3799,95795825.09986722
2022-08-13T00:00:00.0000000Z,0.37998,0.38754,0.37652,0.37745,8511119.36067304
2022-08-14T00:00:00.0000000Z,0.37804,0.39191,0.37404,0.37531,16808744.56299207
2022-08-15T00:00:00.0000000Z,0.37549,0.38465,0.36604,0.37485,46945901.2394212
2022-08-16T00:00:00.0000000Z,0.37539,0.37805,0.36653,0.37708,58130944.99469282
2022-08-17T00:00:00.0000000Z,0.37749,0.39204,0.3678,0.37899,57990258.3685785
2022-08-18T00:00:00.0000000Z,0.37979,0.38104,0.36908,0.37025,68802220.89930785
2022-08-19T00:00:00.0000000Z,0.37047,0.37048,0.331,0.33458,108506178.19232036
2022-08-20T00:00:00.0000000Z,0.33479,0.34257,0.3323,0.33727,6199026.246791
2022-08-21T00:00:00.0000000Z,0.33702,0.34862,0.33583,0.34457,11635462.95426394
2022-08-22T00:00:00.0000000Z,0.34465,0.34504,0.33136,0.34392,76180422.67395261
2022-08-23T00:00:00.0000000Z,0.34371,0.34777,0.33228,0.34679,60458706.12946501
2022-08-24T00:00:00.0000000Z,0.34728,0.35231,0.33855,0.34542,58945795.90122458
2022-08-25T00:00:00.0000000Z,0.3457,0.35188,0.34321,0.34964,51500341.20490838
2022-08-26T00:00:00.0000000Z,0.34873,0.37118,0.33271,0.33855,92035829.7020298
2022-08-27T00:00:00.0000000Z,0.33867,0.34476,0.32854,0.33467,10001327.18404488
2022-08-28T00:00:00.0000000Z,0.33424,0.3373,0.32136,0.32167,17045358.82498265
2022-08-29T00:00:00.0000000Z,0.32233,0.3342,0.31837,0.33371,97019120.54726584
2022-08-30T00:00:00.0000000Z,0.33382,0.33566,0.3196,0.32646,87999321.41689187
2022-08-31T00:00:00.0000000Z,0.32736,0.33354,0.32284,0.32772,56921147.82286763
2022-09-01T00:00:00.0000000Z,0.32769,0.33333,0.32131,0.33295,59053800.46163936
2022-09-02T00:00:00.0000000Z,0.33325,0.33515,0.32498,0.33123,116982609.64111692
2022-09-03T00:00:00.0000000Z,0.33169,0.33704,0.3266,0.32952,5641287.98137447
2022-09-04T00:00:00.0000000Z,0.32977,0.33254,0.32742,0.33158,11901745.05773567
